"설문지 
번호",구분,DQ1_전문과,DQ1_기타내용,DQ1_1_신경과세부,DQ2_전문의취득연도,DQ3_직역,DQ3_기타내용,DQ3_1_전공의_연차,DQ3_2_전공의_근무총인원,DQ3_3_은퇴자_은퇴연령,DQ3_4_은퇴자_은퇴전직역,DQ4_근무기관,DQ4_기타내용,DQ5_근무지역,DQ6_성별,DQ7_출생연도,A1_1_근무시간_평일 ,A1_2_근무시간_토요일,A1_3_근무시간_일요일,A2_근무시간_일주평균,A3_1_총휴무일_토요일,A3_2_총휴무일_일요일,A3_3_총휴무일_공휴일,A3_4_총휴무일_휴가,A3_5_총휴무일_출장,A3_6_총휴무일_기타,A3_7_총휴무일_기타내용,A4_일반비교업무량,A4_1_업무량감축비율,A5_워라밸주당근무시간,A6_야간당직여부,A6_1_당직응급실call횟수,A7_oncall당직여부,A7_1_1_oncall당직주기,A7_1_2_oncall당직횟수,A7_1_3_실제call수 ,A8_응급실전담의여부,A9_응급실call여부,A9_1_1_응급실평균진료시간,A9_1_2_응급call받는날,A9_1_3_응급실call수,B1_1_근무비중_진료,B1_2_근무비중_진료외,B2_1_진료비율_급여,B2_2_진료비율_비급여,B3_1_1_외래_세션당환자수,B3_1_2_외래_평균진료세션 ,B3_2_1_입원_신규환자수,B3_2_2_입원_재원환자수,B3_3_1_수술_환자수,B3_3_2_수술_일수,C1_진료시간변화여부,C1_1_증가또는감소시간,C2_환자수변화,C3_진료시간변화계획,C3_1_기타내용,C4_일반의또는타과진료정도,C5_전공과주로진료,C5_1_1_비전공과_진료비중,C5_1_2_비전공과_진료과목,C5_1_2_비전공과_진료이유,C5_2_1_전공과회귀조건,C5_2_2_기타내용,C6_환자당진료시간변화,C7_1_실제진료시간_초진,C7_2_실제지료시간_재진,C8_1_이상적진료시간_초진,C8_2_이상적진료시간_재진,D1_현재전문의수,D2_현재전공의정원,D3_의료수요변화,D3_1_1_수요변화체감원인,D3_1_2_기타내용 ,E1_정책시행후_근무시간변화,E2_연봉변화,E3_지도전문의여부,E3_1_전공의법_근무변화,E3_2_전공의없을시_업무량,E3_3_전공의1인_역할비율,E4_당직및입원전담_근무의향,E5_은퇴예상연령,E6_육아휴직계획,
1853,온라인,3,,,1983,3,,,,,,5,,5,1,1955,8,근무안함,근무안함,40,53,52,17,20,3,,,1,,40,1,,1,,,,2,1,,,,70,30,100,,16,3,6,4,0,0,1,,1,4,,2,1,,,,,,1,30,20,50,20,3,1,3,"3,4",,1,3,1,2,3,50,3,65,2,
1854,온라인,3,,,2013,3,,,,,,5,,16,2,1983,9,근무안함,근무안함,45,,,,10,,,,3,20,40,2,1,2,3,8,1,2,1,,,,70,30,90,10,25,5,1,5,0,0,2,5,2,3,,3,1,,,,,,2,25,15,30,15,3,1,2,2,,1,1,1,4,4,60,4,60,3,
1855,온라인,3,,,2016,3,,,,,,5,,1,1,1988,11,2,2,60,20,45,15,5,7,0,,1,,70,1,,1,,,,1,1,,,,60,40,100,0,35,3,0,5,3,3,2,5,2,1,,3,1,,,,,,3,20,4,30,10,4,3,1,,,1,3,1,2,4,75,2,70,2,
1856,온라인,3,,,2000,3,,,,,,4,,14,1,1969,12,1,근무안함,60,40,52,17,14,14,,,3,30,40,1,,2,1,2,1,1,2,60,2,1,70,30,100,0,40,5,1,10,0,0,2,10,2,3,,3,1,,,,,,2,20,10,45,30,3,1,1,,,2,1,1,4,5,80,4,70,4,
1857,온라인,3,,,2009,3,,,,,,4,대학교 (병원에는 등록만 되어 있을 뿐 환자는 안 봄),1,,,8,근무안함,근무안함,40,53,52,17,10,0,0,,1,,40,1,,1,,,,1,1,,,,0,100,50,50,0,0,0,0,0,0,1,,1,1,,2,1,,,,,,1,,,,,,,,,,,,,,,,,,,
1858,온라인,3,,,2010,3,,,,,,5,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1859,온라인,3,,,2015,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1860,온라인,3,,,2012,3,,,,,,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1861,온라인,3,,,2005,3,,,,,,5,,1,1,1976,9,2,근무안함,48,29,52,16,7,2,,,1,,44,1,,2,3,7,0,2,1,,,,50,50,100,0,25,4,0,5,0,0,1,,2,1,,4,1,,,,,,3,15,5,30,10,3,1,2,"1,2,3,4",,2,1,1,3,4,60,4,65,4,
1862,온라인,3,,,2019,4,,,,,,5,,8,2,1989,9,근무안함,근무안함,40,50,52,17,5,5,0,2018년 당시 전공의,1,,40,1,,2,1,1,1,2,2,30,1,1,40,60,80,20,14,3,0,0,0,0,4,,3,2,,3,1,,,,,,4,,,60,20,4,3,1,,,1,1,2,,,,3,65,3,
1863,온라인,3,,,2016,4,,,,,,5,,10,1,1986,10,근무안함,근무안함,50,40,40,12,21,4,0,해당 기간은 군 복무 중이었음.,1,,40,1,,2,1,1,1,2,1,,,,50,50,100,0,15,2,1,3,0,0,4,,1,2,,3,1,,,,,,4,,,50,20,4,3,4,,,1,3,2,,,,2,65,2,
1864,온라인,3,,,1980,4,,,,,,5,,18,,,8,8,근무안함,48,,52,,27,,10,학술대회  참석,3,20,32,1,,1,,,,1,1,,,,70,30,90,10,1,14,1,0,0,0,2,4,2,3,,2,1,,,,,,3,60,30,90,30,1,2,2,"2,3,4",,2,1,1,,,,,,,
1865,온라인,3,,,2017,4,,,,,,5,,1,,,8,2,근무안함,60,50,52,17,7,10,0,,3,10,50,1,,2,3,4,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1866,온라인,3,,,2016,4,,,,,,5,,1,1,1984,10,근무안함,근무안함,50,40,52,17,5,5,0,,3,30,40,1,,1,,,,1,1,,,,70,30,100,0,15,4,1,6,0,0,2,10,1,2,,3,1,,,,,,1,30,10,40,15,4,3,1,,,1,1,2,,,,4,65,2,
1867,온라인,3,,,2017,4,,,,,,5,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1868,온라인,3,,,2019,4,,,,,,5,,1,1,1988,9,근무안함,근무안함,7,53,52,,14,0,0,,1,,45,1,,2,1,2,0,2,1,,,,80,20,100,0,15,4,0,2,0,0,3,45,3,1,,1,1,,,,,,4,,,45,10,5,3,2,"1,2,3,4",,2,3,2,,,,2,65,4,
1869,온라인,3,,,2016,4,,,,,,5,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870,온라인,3,,,2018,4,,,,,,5,,1,2,1989,12,근무안함,근무안함,60,53,52,17,7,4,,,3,66,40,1,,1,,,,1,1,,,,10,90,100,,12,2,0,0,0,0,3,6,3,1,,1,1,,,,,,4,,,30,15,3,1,2,4,,1,2,1,2,5,30,2,60,4,
1871,온라인,3,,,2016,4,,,,,,5,,8,1,1986,11,근무안함,근무안함,52,53,52,17,14,0,0,,3,80,48,1,,1,,,,1,2,30,5,1,90,10,100,,15,3,0,0,0,0,2,5,2,2,,2,1,,,,,,2,30,20,40,30,5,3,2,"1,2,3,4",,1,3,2,,,,3,65,1,
1872,온라인,3,,,2018,4,,,,,,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1873,온라인,3,,,2016,4,,,,,,5,,1,1,1986,12,근무안함,근무안함,60,40,52,17,5,,,,3,20,50,1,,2,3,3,1,2,2,30,5,1,70,30,100,0,10,2,0,2,0,0,4,,1,2,,3,1,,,,,,1,30,10,45,20,3,1,4,,,1,3,2,,,,2,80,2,
1874,온라인,3,,,2018,4,,,,,,5,,1,2,1982,9,1,근무안함,46,22,22,7,2,0,,8월부터 근무,1,,45,3,1,1,,,,2,2,30,2,1,60,40,90,10,17,4,1,1,0,0,2,4,2,1,,4,1,,,,,,4,,,30,15,4,3,4,,,2,1,1,4,4,50,4,65,1,
1875,온라인,3,,,2015,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1876,온라인,3,,,2019,4,,,,,,5,,1,1,1988,9,근무안함,근무안함,45,53,52,17,10,5,,,1,,40,1,,2,3,3,2,2,1,,,,30,70,100,0,20,2,0,0,0,0,1,,1,8,알 수 없음,4,1,,,,,,1,20,5,40,10,3,3,1,,,1,3,1,3,5,70,3,65,4,
1877,온라인,3,,,2019,4,,,,,,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1878,온라인,3,,,2019,4,,,,,,5,,1,2,1989,10,1,근무안함,51,50,52,17,14,0,0,,1,,40,3,1,2,3,3,1,2,2,30,1,1,60,40,100,0,25,3,0,0,0,0,1,,2,1,,3,1,,,,,,1,30,5,50,15,4,3,1,,,1,1,1,1,3,80,4,70,1,
1879,온라인,3,,,2018,4,,,,,,5,,1,1,1983,8,,,40,40,52,17,7,7,,,1,,40,1,,2,3,3,1,1,2,30,1,1,40,60,100,0,30,3,2,2,0,0,1,,1,2,,3,1,,,,,,4,,,20,10,4,3,2,"1,4,5",,1,1,1,2,5,50,3,65,4,
1880,온라인,3,,,2019,4,,,,,,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1881,온라인,3,,,2016,4,,,,,,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1882,온라인,3,,,2017,4,,,,,,5,,1,2,1985,9,4,근무안함,58,12,15,15,12,10,,,1,,60,3,1,2,1,2,1,2,2,15,7,1,60,40,95,5,30,4,1,4,0,0,1,,2,2,,4,1,,,,,,3,15,5,20,10,4,3,2,"2,3,4",,1,1,1,4,4,30,4,65,1,
1883,온라인,3,,,2015,4,,,,,,5,,8,1,1984,10,5,5,60,45,45,14,0,3,,,3,20,50,1,,2,1,1,1,1,2,30,1,1,30,70,100,0,20,3,0,0,0,0,2,10,2,2,,3,1,,,,,,2,30,15,45,25,5,3,4,,,2,3,1,4,4,70,2,65,2,
1884,온라인,3,,,2019,4,,,,,,5,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1885,온라인,3,,,2015,4,,,,,,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1886,온라인,3,,,2019,4,,,,,,5,,3,2,1985,8,근무안함,근무안함,40,53,52,17,10,3,0,전문의 시험 준비를 위한 연차 사용,1,,40,1,,1,,,,2,1,,,,50,50,100,0,15,4,0,0,0,0,3,5,3,1,,3,1,,,,,,2,50,10,50,10,3,1,2,"2,3",,1,1,2,,,,4,70,3,
1887,온라인,3,,,2018,4,,,,,,5,,1,,,12,4,,70,30,40,15,12,5,,,1,,70,1,,2,1,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1888,온라인,3,,,2015,4,,,,,,5,,1,1,1984,12,4,1,70,40,53,7,3,9,,,3,70,56,1,,2,3,4,1,2,1,,,,20,80,95,5,25,3,0,0,0,0,4,,2,2,,4,1,,,,,,1,20,10,30,20,4,1,2,"4,5",,1,1,1,3,5,70,4,70,1,
1889,온라인,3,,,2015,4,,,,,,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1890,온라인,3,,,2017,5,,,,,,7,,1,,,8,근무안함,근무안함,40,53,53,17,10,1,,,1,,40,1,,1,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1891,온라인,3,,,2019,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1892,온라인,3,,,2017,5,,,,,,3,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1893,온라인,3,,,2017,5,,,,,,7,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1894,온라인,3,,,2019,5,,,,,,7,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1895,온라인,3,,,2017,5,,,,,,2,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1896,온라인,3,,,2017,5,,,,,,7,의무대,15,,,8,,,40,41,41,14,,7,,,3,20,35,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1897,온라인,3,,,2018,5,,,,,,5,,9,1,1986,8,근무안함,근무안함,8,45,45,14,14,4,,,3,50,4,2,6,1,,,,2,1,,,,90,10,100,0,4,9,0,0,0,0,2,27,3,2,,3,1,,,,,,2,20,5,40,10,4,3,4,,,1,3,2,,,,4,60,4,
1898,온라인,3,,,2018,5,,,,,,7,군복무,8,,,8,근무안함,근무안함,40,53,52,15,14,4,0,,1,,45,2,5,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1899,온라인,3,,,2019,5,,,,,,7,,8,1,1990,9,4,근무안함,50,25,52,5,14,0,0,,1,,55,2,15,1,,,,2,1,,,,90,10,100,0,7,10,0,0,0,0,3,10,3,1,,3,1,,,,,,3,30,20,30,20,5,3,1,,,1,3,2,,,,3,70,1,
1900,온라인,3,,,2018,5,,,,,,2,,8,1,1990,8,,,40,40,40,10,13,3,,,1,,35,1,,2,1,3,1,1,1,,,,50,50,80,20,12,6,1,5,0,0,3,20,2,3,,2,1,,,,,,2,30,10,40,20,5,3,1,,,1,3,2,,,,2,60,4,
1901,온라인,3,,,2016,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1902,온라인,3,,,2017,5,,,,,,7,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1903,온라인,3,,,2012,6,,,,,,3,,1,2,1980,8,근무안함,근무안함,40,53,52,17,15,5,,,1,,35,1,,1,,,,2,1,,,,90,10,100,0,15,5,1,5,0,0,1,,1,5,,4,1,,,,,,1,40,10,60,10,3,1,4,,,1,1,2,,,,4,70,3,
1904,온라인,3,,,2017,6,,,,,,7,병무청,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1905,온라인,3,,,2018,6,,,,,,4,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906,온라인,3,,,2016,8,,,,,,1,,1,,,6,3,,15,0,52,17,3,,,,1,,15,1,,1,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1907,온라인,3,,,2005,8,,,,,,2,,6,2,1975,8,근무안함,근무안함,40,53,52,17,6,0,0,,1,,40,1,,1,,,,2,1,,,,100,0,100,0,20,5,0,0,0,0,1,,2,7,,2,1,,,,,,2,30,5,45,10,3,1,2,"2,3,4,5",,1,1,2,,,,4,65,1,
1908,온라인,3,,,2012,8,,,,,,4,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1909,온라인,3,,,2012,8,,,,,,1,,13,2,1982,8,2,근무안함,34,45,52,17,4,0,0,,3,20,28,1,,1,,,,2,1,,,,90,10,70,30,0,0,0,0,0,0,3,34,3,7,,2,1,,,,,,3,60,20,60,30,3,1,2,4,,1,3,2,,,,4,70,3,
1910,온라인,3,,,2021,9,,3,4,,,5,,8,2,1988,8,24,근무안함,78,53,2,4,7,0,0,,3,30,55,3,12,1,,,,2,1,,,,60,40,30,70,10,4,5,20,0,0,1,,1,5,,2,1,,,,,,1,50,15,50,15,3,1,2,"2,3,4,5",,3,1,2,,,,4,60,1,
1911,온라인,3,,,2020,9,,4,4,,,5,,2,1,1990,9,근무안함,근무안함,45,39,50,15,10,5,,,1,,45,1,,1,,,,2,1,,,,30,70,50,50,5,2,0,1,0,0,3,30,3,8,전공의 수료 후 진로에 따라 유동적임,3,1,,,,,,4,,,30분~1시간,10~20분,4,3,1,,,1,3,2,,,,3,65,1,
1912,온라인,3,,,2023,9,,1,7,,,7,,11,1,1987,8,12,12,64,13,13,4,10,0,0,,3,30,40,3,3,1,,,,2,2,30,5,3,85,15,100,,0,0,25,25,0,0,3,16,2,1,,2,1,,,,,,4,,,30,15,5,3,3,"1,4,5",,1,3,2,,,,3,100,2,
1913,온라인,3,,,2021,9,,3,4,,,5,,1,2,1989,8,4,근무안함,56,21,30,12,15,0,8,,3,30,52,2,4,1,,,,2,1,,,,80,20,70,30,15,1,1,3,0,0,2,1,2,1,,3,1,,,,,,1,40,10,40,15,3,1,2,4,,3,1,2,,,,2,65,3,
1914,온라인,3,,,2022,9,,2,4,,,4,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1915,온라인,3,,,2022,9,,2,3,,,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1916,온라인,3,,,2021,9,,3,2,,,5,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1917,온라인,3,,,2022,9,,1,4,,,5,500병상이상의 정신과 전문병원,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1918,온라인,3,,,2022,9,,2,2,,,5,,8,1,1989,8,4,근무안함,55,25,25,8,12,0,0,,1,,50,2,3,2,1,1,10,2,2,30,5,3,60,40,100,0,6,2,25,30,0,0,3,10,2,1,,4,1,,,,,,4,,,30,5,4,3,4,,,3,1,2,,,,2,80,2,
1919,온라인,3,,,2020,9,,4,4,,,5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1920,온라인,3,,,2020,9,,4,4,,,4,,2,,,8,4,근무안함,88,0,50,,6,5,,,3,40,50,1,,1,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1921,온라인,3,,,2022,9,,2,2,,,5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1922,온라인,3,,,2021,9,,3,4,,,4,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1923,온라인,3,,,2020,9,,4,8,,,5,,1,1,1989,13,4,근무안함,69,0,52,17,16,2,0,,3,20,54,1,,1,2,3,1,2,1,,,,20,80,100,0,15,2,10,2,0,0,3,5,3,8,군입대 예정,3,1,,,,,,4,,,40,20,3,1,2,"1,3,4",,2,3,2,,,,4,60,3,
1924,온라인,3,,,2020,9,,4,4,,,5,,2,1,1991,10,근무안함,근무안함,50,53,52,17,16,5,0,,1,,50,1,,1,,,,1,1,,,,50,50,100,0,10,1,0,3,0,0,3,0,3,8,군의관,4,1,,,,,,4,,,30,15,5,3,4,,,3,2,2,,,,4,90,2,
1925,온라인,3,,,2023,9,,1,8,,,5,,3,,,10,24,24,88,22,22,8,14,3,0,,1,,70,3,2,2,1,1,0,2,2,60,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926,온라인,3,,,2022,9,,2,1,,,5,,1,,,9,2,24,83,,,,,,0,매주 당직체계 바뀌어서 정확히 측정 힘듦.,3,30,45,3,15,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1927,온라인,3,,,2021,9,,3,8,,,5,,8,1,1990,10,10,10,88,26,26,,,,,,3,30,60,3,5,2,1,7,4,2,2,50,3,5,50,50,90,10,13,3,1,5,0,0,1,,1,2,,2,1,,,,,,1,30,10,50,10,5,3,4,,,1,3,2,,,,3,70,4,
1928,온라인,3,,,2022,9,,2,8,,,4,,8,1,1991,10,12,12,88,26,26,15,15,3,0,,3,25,60,3,5,1,,,,1,2,50,2,3,70,30,95,5,8,1,1,5,0,0,1,,1,1,,2,1,,,,,,4,,,30,10,4,3,4,,,1,3,2,,,,3,70,4,
1929,온라인,3,,,2020,9,,4,6,,,5,,8,,,10,4,근무안함,54,0,52,10,18,10,,,3,70,40,1,,1,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1930,온라인,3,,,2022,9,,2,8,,,4,,10,1,1986,9,2,근무안함,50,25,25,8,10,10,0,,3,80,45,2,3,1,,,,2,1,,,,80,20,100,,0,0,10,10,0,0,1,,1,1,,3,1,,,,,,1,50,15,10,5,4,1,2,3,,1,3,2,,,,2,55,4,
1931,온라인,3,,,2023,9,,1,8,,,5,,1,,,13,근무안함,24,100,0,,,,,,2018년은 인턴,3,30,70,3,5,1,,,,2,2,30,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,온라인,3,,,2020,9,,4,8,,,5,,8,2,1984,10,4,근무안함,54,0,52,17,10,5,0,,3,10,40,1,,2,1,7,1,2,1,,,,90,10,100,,4,2,1,5,0,0,3,5,3,3,,3,1,,,,,,3,30,10,45,20,3,1,2,"3,4",,1,1,2,,,,4,70,3,
1933,온라인,3,,,2021,9,,3,2,,,5,,8,1,1985,14,5,근무안함,75,0,52,17,19,5,0,,1,,60,3,1,2,1,2,2,2,2,30,2,1,80,20,100,0,2,3,0,0,0,0,1,,2,1,,3,1,,,,,,4,,,30,10월 15일,3,1,2,"3,4",,1,1,2,,,,2,70,2,
1934,온라인,3,,,2021,9,,3,8,,,5,,8,2,1989,14,5,근무안함,75,2,52,17,15,7,0,,1,,70,3,3,2,1,7,2,2,1,,,,50,50,100,0,2,8,1,5,0,0,1,,1,2,,4,1,,,,,,4,,,30,15,3,1,1,,,3,2,2,,,,2,65,3,
1935,온라인,3,,,2020,9,,4,8,,,5,,8,1,1988,10,5,근무안함,55,0,52,17,15,5,0,,1,,50,2,0,2,1,1,1,2,1,,,,20,80,100,0,3,1,1,5,0,0,3,3,3,8,졸국 후에 직장에 따라 다를것 같다.,4,1,,,,,,4,,,20,10,4,1,1,,,1,1,2,,,,2,60,4,
1936,온라인,3,,,2023,9,,1,8,,,4,,8,2,1992,9,24,근무안함,80,12,24,6,14,,0,,1,,80,3,1,1,,,,1,2,50,3,2,80,20,80,20,1,1,2,5,0,0,2,80,2,1,,3,1,,,,,,2,30,15,30,15,3,1,1,,,3,1,2,,,,3,65,2,
1937,온라인,3,,,2023,9,,1,2,,,5,,8,2,1985,11,12,12,88,27,27,9,11,0,2,,3,30,80,3,3,1,,,,1,2,30,2,3,65,35,80,20,0,0,1,25,0,0,2,10,2,1,,2,1,,,,,,4,,,30,15,2,2,4,,,2,2,2,,,,3,70,2,
1938,온라인,3,,,2021,9,,3,2,,,5,,1,1,1992,10,근무안함,4,66,27,26,8,14,0,0,,1,,50,3,3,1,,,,1,2,45,2,1,70,30,100,0,15,1,0,3,0,0,1,,3,1,,4,1,,,,,,4,,,20,5,2,2,2,4,,1,1,2,,,,3,65,2,
1939,온라인,3,,,2021,9,,3,2,,,5,,10,2,1991,10,6,근무안함,69,53,52,5,11,6,,,1,,52,2,5,2,1,7,1,2,2,120,1,5,80,20,100,0,13,0,0,3,0,0,1,,3,3,,4,1,,,,,,4,,,40,15,4,3,2,4,,1,1,2,,,,4,60,2,
1940,온라인,3,,,2022,9,,2,4,,,5,,1,2,1986,10,22,,79,25,25,3,10,,,,3,30,60,3,3,1,,,,2,2,120,4,2,70,30,60,40,3,1,1,12,0,0,2,5,2,1,,4,1,,,,,,4,,,40,10,3,2,2,"1,2,4",,1,1,2,,,,1,75,3,
1941,온라인,3,,,2021,9,,3,3,,,5,,1,1,1992,8,근무안함,근무안함,70,,,,15,8,2,,1,,60,3,1,1,,,,2,1,,,,80,20,100,0,20,1,0,2,0,0,3,20,3,2,,4,1,,,,,,4,,,30,10,4,3,4,,,3,1,2,,,,3,65,4,
1942,온라인,3,,,2022,9,,2,2,,,5,,5,,,10,,,52,25,25,8,14,6,,,1,,52,2,2,1,,,,2,2,120,1,2,50,50,80,20,0,0,1,4,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1943,온라인,3,,,2021,9,,3,4,,,5,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1944,온라인,3,,,2022,9,,2,2,,,5,,1,,,14,12,12,90,30,30,10,11,4,0,,3,70,70,3,5,1,,,,2,2,90,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1945,온라인,3,,,2020,9,,4,9,,,5,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,온라인,3,,,2020,9,,4,2,,,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,온라인,3,,,2021,9,,3,2,,,5,,1,2,1991,10,근무안함,근무안함,50,30,30,11,10,0,0,,3,10,50,2,8,1,,,,2,2,40,1,5,60,40,100,0,8,1,0,0,0,0,1,,1,1,,2,1,,,,,,1,20,5,20,10,3,1,4,,,3,1,2,,,,4,70,3,
1948,온라인,3,,,2023,9,,1,2,,,5,,1,,,12,,24,80,26,23,4,11,0,,,1,,60,3,20,1,,,,1,2,30,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1949,온라인,3,,,2020,9,,4,2,,,5,,1,1,1981,12,근무안함,근무안함,60,45,52,15,10,7,0,,1,,60,2,4,1,,,,2,2,40,1,4,70,30,90,10,15,1,1,4,0,0,1,,3,2,,3,1,,,,,,4,,,45,15,3,1,2,4,,1,3,2,,,,3,65,2,
1950,온라인,3,,,2021,9,,3,8,,,5,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1951,온라인,3,,,2023,9,,1,8,,,4,,10,,,10,8,8,80,20,20,8,12,7,3,,1,,40,3,2,1,,,,2,2,20,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
